,quarter,universe_time,quarter_time,shot_clock,positions,game_time
70368,4,1451089114615,472.12,14.92,"[[-1, -1, 88.19678, 27.77382, 3.0601], [1610612744, 2733, 65.22715, 16.72041, 0.0], [1610612744, 203105, 85.52427, 22.5516, 0.0], [1610612744, 202691, 69.41525, 5.67128, 0.0], [1610612744, 203546, 63.99342, 37.71121, 0.0], [1610612744, 203949, 80.7309, 24.00135, 0.0], [1610612739, 201567, 76.24645, 18.85136, 0.0], [1610612739, 202697, 86.5191, 29.1828, 0.0], [1610612739, 203521, 80.14355, 24.15883, 0.0], [1610612739, 202681, 75.88433, 9.15578, 0.0], [1610612739, 202684, 85.64749, 23.71393, 0.0]]",2407.88
70369,4,1451089114656,472.08,24.0,"[[-1, -1, 88.23218, 27.81125, 2.95045], [1610612744, 2733, 64.79327, 16.75923, 0.0], [1610612744, 203105, 85.61117, 22.48882, 0.0], [1610612744, 202691, 69.26774, 5.7602, 0.0], [1610612744, 203546, 63.84087, 37.60068, 0.0], [1610612744, 203949, 80.30099, 23.94702, 0.0], [1610612739, 201567, 76.13054, 18.87985, 0.0], [1610612739, 202697, 86.67475, 29.17733, 0.0], [1610612739, 203521, 79.98147, 24.07208, 0.0], [1610612739, 202681, 75.83866, 9.10079, 0.0], [1610612739, 202684, 85.72327, 23.69986, 0.0]]",2407.92
71497,4,1451089159775,427.03,13.73,"[[-1, -1, 78.93325, 12.44544, 6.71783], [1610612744, 2733, 67.0527, 38.74786, 0.0], [1610612744, 203105, 78.81722, 33.99521, 0.0], [1610612744, 202691, 79.62855, 11.94658, 0.0], [1610612744, 203546, 60.70854, 14.53583, 0.0], [1610612744, 203949, 84.37445, 33.7055, 0.0], [1610612739, 201567, 87.68516, 24.83605, 0.0], [1610612739, 202697, 74.9707, 32.76151, 0.0], [1610612739, 203521, 79.28793, 10.13059, 0.0], [1610612739, 202681, 68.29091, 18.11244, 0.0], [1610612739, 202684, 83.51136, 32.13463, 0.0]]",2452.9700000000003
71498,4,1451089191935,427.0,24.0,"[[-1, -1, 75.81437, 24.65169, 1.37139], [1610612744, 2733, 55.33891, 27.48442, 0.0], [1610612744, 203105, 84.25111, 34.5646, 0.0], [1610612744, 202691, 74.46572, 24.44662, 0.0], [1610612744, 203546, 64.86198, 19.03438, 0.0], [1610612744, 203949, 84.67637, 16.0532, 0.0], [1610612739, 201567, 88.16384, 16.14786, 0.0], [1610612739, 202697, 81.74778, 33.91808, 0.0], [1610612739, 203521, 68.74259, 6.88935, 0.0], [1610612739, 202681, 61.76934, 22.27327, 0.0], [1610612739, 202684, 86.98796, 33.84754, 0.0]]",2453.0
73350,4,1451089308773,369.22,18.02,"[[-1, -1, 95.61956, 42.46193, 0.38666], [1610612744, 2738, 89.59616, 23.20173, 0.0], [1610612744, 2733, 56.27123, 27.89726, 0.0], [1610612744, 201939, 67.53593, 10.91118, 0.0], [1610612744, 202691, 59.90918, 30.58694, 0.0], [1610612744, 203110, 92.51805, 12.04076, 0.0], [1610612739, 2544, 85.70361, 26.7092, 0.0], [1610612739, 201567, 85.54405, 26.11575, 0.0], [1610612739, 202697, 92.22428, 35.58074, 0.0], [1610612739, 203521, 81.43825, 14.4975, 0.0], [1610612739, 202681, 70.35572, 17.37543, 0.0]]",2510.7799999999997
73666,4,1451089353733,370.0,24.0,"[[-1, -1, 76.60026, 41.0154, 2.33864], [1610612744, 2738, 47.15466, 30.07552, 0.0], [1610612744, 2733, 56.29698, 30.84533, 0.0], [1610612744, 201939, 44.77437, 15.12522, 0.0], [1610612744, 202691, 53.0287, 35.61949, 0.0], [1610612744, 203110, 42.7685, 30.76671, 0.0], [1610612739, 2544, 51.32635, 31.95006, 0.0], [1610612739, 201567, 87.02903, 22.96495, 0.0], [1610612739, 202697, 61.04406, 30.47191, 0.0], [1610612739, 203521, 43.09277, 20.71758, 0.0], [1610612739, 202681, 76.8716, 43.12953, 0.0]]",2510.0
74009,4,1451089367452,356.43,10.28,"[[-1, -1, 6.99876, 19.86286, 1.73756], [1610612744, 2738, 16.01763, 31.98809, 0.0], [1610612744, 2733, 9.6202, 25.06334, 0.0], [1610612744, 201939, 6.63801, 34.12414, 0.0], [1610612744, 202691, 7.00711, 19.50379, 0.0], [1610612744, 203110, 5.23596, 23.7482, 0.0], [1610612739, 2544, 29.693, 40.41436, 0.0], [1610612739, 201567, 5.28862, 21.95609, 0.0], [1610612739, 202697, 29.09448, 15.41731, 0.0], [1610612739, 203521, 15.74198, 8.34049, 0.0], [1610612739, 202681, 2.66232, 45.42519, 0.0]]",2523.57
74010,4,1451089367492,356.4,24.0,"[[-1, -1, 7.03206, 19.56088, 1.7398], [1610612744, 2738, 16.10331, 31.93917, 0.0], [1610612744, 2733, 9.65676, 25.07285, 0.0], [1610612744, 201939, 6.63414, 34.12236, 0.0], [1610612744, 202691, 7.11947, 19.37235, 0.0], [1610612744, 203110, 5.19504, 23.68248, 0.0], [1610612739, 2544, 29.87495, 40.37527, 0.0], [1610612739, 201567, 5.31432, 21.95903, 0.0], [1610612739, 202697, 29.24642, 15.58897, 0.0], [1610612739, 203521, 16.06078, 8.62733, 0.0], [1610612739, 202681, 2.91395, 45.63587, 0.0]]",2523.6
74743,4,1451089396812,327.41,10.93,"[[-1, -1, 13.8324, 36.01793, 2.84183], [1610612744, 2738, 15.92266, 36.42566, 0.0], [1610612744, 2733, 7.66789, 22.86285, 0.0], [1610612744, 201939, 13.20171, 20.40533, 0.0], [1610612744, 202691, 15.60646, 32.09451, 0.0], [1610612744, 203110, 8.63987, 24.04272, 0.0], [1610612739, 2544, 38.40976, 30.23774, 0.0], [1610612739, 201567, 8.19993, 23.52259, 0.0], [1610612739, 202697, 23.72705, 34.54231, 0.0], [1610612739, 203521, 16.62223, 45.54299, 0.0], [1610612739, 202681, 29.04796, 11.58557, 0.0]]",2552.59
74744,4,1451089396852,327.37,24.0,"[[-1, -1, 13.43287, 36.13286, 2.54387], [1610612744, 2738, 15.64116, 36.84322, 0.0], [1610612744, 2733, 7.58496, 23.01279, 0.0], [1610612744, 201939, 13.25129, 20.451, 0.0], [1610612744, 202691, 15.96349, 32.19048, 0.0], [1610612744, 203110, 8.64412, 23.99529, 0.0], [1610612739, 2544, 38.7104, 30.25147, 0.0], [1610612739, 201567, 8.32454, 23.61243, 0.0], [1610612739, 202697, 24.08792, 34.33459, 0.0], [1610612739, 203521, 17.14003, 45.40341, 0.0], [1610612739, 202681, 29.25943, 11.67561, 0.0]]",2552.63
74909,4,1451089403451,320.84,17.25,"[[-1, -1, 87.51457, 25.33236, 5.23655], [1610612744, 2738, 69.16185, 30.65728, 0.0], [1610612744, 2733, 89.3982, 26.94201, 0.0], [1610612744, 201939, 57.08439, 19.66468, 0.0], [1610612744, 202691, 79.80281, 47.75168, 0.0], [1610612744, 203110, 86.17845, 30.65063, 0.0], [1610612739, 2544, 87.89998, 31.81598, 0.0], [1610612739, 201567, 87.98006, 22.76573, 0.0], [1610612739, 202697, 86.54528, 26.14973, 0.0], [1610612739, 203521, 81.03037, 19.25087, 0.0], [1610612739, 202681, 98.4076, 29.83872, 0.0]]",2559.16
74910,4,1451089403492,320.8,24.0,"[[-1, -1, 88.98704, 24.85472, 4.61438], [1610612744, 2738, 69.01683, 30.56245, 0.0], [1610612744, 2733, 89.31933, 27.04863, 0.0], [1610612744, 201939, 56.99121, 19.71397, 0.0], [1610612744, 202691, 79.63548, 47.65909, 0.0], [1610612744, 203110, 85.9477, 30.66054, 0.0], [1610612739, 2544, 87.90695, 31.88902, 0.0], [1610612739, 201567, 88.26334, 22.78875, 0.0], [1610612739, 202697, 86.46756, 26.02296, 0.0], [1610612739, 203521, 81.1104, 19.31483, 0.0], [1610612739, 202681, 98.52377, 29.86761, 0.0]]",2559.2
75509,4,1451089427452,297.11,3.58,"[[-1, -1, 4.87126, 23.81004, 5.0693], [1610612744, 2738, 19.67228, 29.39916, 0.0], [1610612744, 2733, 12.83195, 33.481, 0.0], [1610612744, 201939, 6.70243, 25.46156, 0.0], [1610612744, 202691, 10.5537, 28.32468, 0.0], [1610612744, 203110, -0.77784, 31.07597, 0.0], [1610612739, 2544, 10.88613, 23.25066, 0.0], [1610612739, 201567, 6.45347, 23.39494, 0.0], [1610612739, 202697, 24.20234, 41.25995, 0.0], [1610612739, 203521, 20.35062, 8.50334, 0.0], [1610612739, 202681, 1.16049, 37.40906, 0.0]]",2582.89
75510,4,1451089427492,297.08,24.0,"[[-1, -1, 4.66068, 24.53811, 4.93004], [1610612744, 2738, 19.82484, 29.47973, 0.0], [1610612744, 2733, 12.80967, 33.43543, 0.0], [1610612744, 201939, 6.60592, 25.3254, 0.0], [1610612744, 202691, 10.68158, 28.38056, 0.0], [1610612744, 203110, -0.97206, 31.14286, 0.0], [1610612739, 2544, 11.10794, 23.19862, 0.0], [1610612739, 201567, 6.53603, 23.293, 0.0], [1610612739, 202697, 24.35949, 41.14976, 0.0], [1610612739, 203521, 20.66604, 8.75066, 0.0], [1610612739, 202681, 1.21147, 37.65257, 0.0]]",2582.92
75853,4,1451089441212,283.51,11.49,"[[-1, -1, 89.20834, 23.75494, 10.99299], [1610612744, 2738, 80.94329, 46.53721, 0.0], [1610612744, 2733, 88.55805, 27.4875, 0.0], [1610612744, 201939, 54.19999, 20.99899, 0.0], [1610612744, 202691, 65.85491, 10.76738, 0.0], [1610612744, 203110, 87.07106, 22.0959, 0.0], [1610612739, 2544, 75.32464, 9.95135, 0.0], [1610612739, 201567, 88.06797, 24.4069, 0.0], [1610612739, 202697, 82.8086, 33.98276, 0.0], [1610612739, 203521, 63.49374, 23.50098, 0.0], [1610612739, 202681, 86.80267, 22.92531, 0.0]]",2596.49
75854,4,1451089441252,283.47,24.0,"[[-1, -1, 89.22228, 23.76587, 10.99205], [1610612744, 2738, 80.82444, 46.43764, 0.0], [1610612744, 2733, 88.53536, 27.48818, 0.0], [1610612744, 201939, 54.04145, 21.01228, 0.0], [1610612744, 202691, 65.76405, 10.79633, 0.0], [1610612744, 203110, 87.11901, 22.12391, 0.0], [1610612739, 2544, 75.52524, 9.97757, 0.0], [1610612739, 201567, 88.13359, 24.31254, 0.0], [1610612739, 202697, 82.8179, 33.77808, 0.0], [1610612739, 203521, 63.59907, 23.50813, 0.0], [1610612739, 202681, 86.74694, 22.88868, 0.0]]",2596.5299999999997
76093,4,1451089450811,274.02,17.02,"[[-1, -1, 6.76577, 32.31647, 4.79748], [1610612744, 2738, 2.28648, 11.69006, 0.0], [1610612744, 2733, 23.51054, 40.03294, 0.0], [1610612744, 201939, 7.62415, 22.3794, 0.0], [1610612744, 202691, 6.49659, 33.01906, 0.0], [1610612744, 203110, 8.2014, 11.03719, 0.0], [1610612739, 2544, 7.61764, 19.67114, 0.0], [1610612739, 201567, 49.91947, 25.26252, 0.0], [1610612739, 202697, 32.49026, 35.90525, 0.0], [1610612739, 203521, 30.8434, 12.98556, 0.0], [1610612739, 202681, 8.12677, 2.21295, 0.0]]",2605.98
76132,4,1451089631528,274.0,24.0,"[[-1, -1, 6.2232, 8.97694, 4.10132], [1610612744, 2738, 88.57232, 33.21923, 0.0], [1610612744, 2733, 22.84249, 6.37105, 0.0], [1610612744, 201939, 6.3127, 10.10106, 0.0], [1610612744, 202691, 88.2916, 47.83589, 0.0], [1610612744, 203110, 2.54846, 10.055, 0.0], [1610612739, 2544, 89.65182, 42.00842, 0.0], [1610612739, 201567, 79.21651, 15.79803, 0.0], [1610612739, 202697, 65.8251, 21.51732, 0.0], [1610612739, 203521, 13.96779, 13.76999, 0.0], [1610612739, 202681, 81.01164, 24.06141, 0.0]]",2606.0
76464,4,1451089644808,260.69,9.97,"[[-1, -1, 88.66568, 26.92689, 5.45124], [1610612744, 2738, 60.55571, 18.31649, 0.0], [1610612744, 2733, 82.50738, 10.87098, 0.0], [1610612744, 201939, 72.10673, 5.97397, 0.0], [1610612744, 202691, 67.96567, 27.88099, 0.0], [1610612744, 203110, 69.45061, 37.00291, 0.0], [1610612739, 2544, 84.8217, 26.14907, 0.0], [1610612739, 201567, 85.78964, 29.71543, 0.0], [1610612739, 202697, 88.33677, 21.71015, 0.0], [1610612739, 203521, 75.32988, 9.03072, 0.0], [1610612739, 202681, 76.8303, 22.7263, 0.0]]",2619.31
76465,4,1451089644849,260.65,24.0,"[[-1, -1, 88.57214, 27.12386, 4.72586], [1610612744, 2738, 60.32926, 18.33572, 0.0], [1610612744, 2733, 82.09286, 11.08295, 0.0], [1610612744, 201939, 71.94402, 6.01936, 0.0], [1610612744, 202691, 67.94922, 27.89074, 0.0], [1610612744, 203110, 69.2303, 37.04143, 0.0], [1610612739, 2544, 84.85845, 26.03871, 0.0], [1610612739, 201567, 85.90529, 29.69072, 0.0], [1610612739, 202697, 88.30364, 21.8405, 0.0], [1610612739, 203521, 75.20804, 9.12195, 0.0], [1610612739, 202681, 76.92394, 22.88216, 0.0]]",2619.35
77403,4,1451089695448,228.26,15.49,"[[-1, -1, 90.46969, 25.2028, 1.89537], [1610612744, 2738, 73.23404, 17.70666, 0.0], [1610612744, 2733, 83.93678, 22.73573, 0.0], [1610612744, 201939, 57.14043, 25.4268, 0.0], [1610612744, 202691, 77.16194, 1.85137, 0.0], [1610612744, 203110, 86.23795, 27.15464, 0.0], [1610612739, 2544, 82.01129, 3.21283, 0.0], [1610612739, 201567, 86.34761, 27.26872, 0.0], [1610612739, 202697, 83.56094, 22.19238, 0.0], [1610612739, 203521, 68.38983, 25.2714, 0.0], [1610612739, 202681, 90.00993, 25.38681, 0.0]]",2651.74
77404,4,1451089695489,228.22,24.0,"[[-1, -1, 90.5164, 24.88857, 1.32867], [1610612744, 2738, 73.13403, 17.8207, 0.0], [1610612744, 2733, 83.92436, 22.81708, 0.0], [1610612744, 201939, 57.04996, 25.48094, 0.0], [1610612744, 202691, 76.97069, 1.94126, 0.0], [1610612744, 203110, 86.31669, 27.17284, 0.0], [1610612739, 2544, 81.9471, 3.18485, 0.0], [1610612739, 201567, 86.39083, 27.26515, 0.0], [1610612739, 202697, 83.54853, 22.27373, 0.0], [1610612739, 203521, 68.53968, 25.36272, 0.0], [1610612739, 202681, 90.00969, 25.38621, 0.0]]",2651.7799999999997
77942,4,1451089717008,206.47,5.93,"[[-1, -1, 1.21825, 26.47278, 0.2883], [1610612744, 2738, 4.84903, 28.72162, 0.0], [1610612744, 2733, 7.89697, 36.38261, 0.0], [1610612744, 201939, 18.001, 21.53116, 0.0], [1610612744, 202691, 14.40774, 18.46313, 0.0], [1610612744, 203110, 14.79711, 32.64578, 0.0], [1610612739, 2544, 4.82751, 25.10214, 0.0], [1610612739, 201567, 13.55353, 22.71603, 0.0], [1610612739, 202697, 13.94841, 43.81456, 0.0], [1610612739, 203521, 30.5196, 24.10967, 0.0], [1610612739, 202681, 30.84506, 12.35313, 0.0]]",2673.5299999999997
77943,4,1451089717047,206.43,24.0,"[[-1, -1, 1.1171, 26.83945, 0.65881], [1610612744, 2738, 4.63701, 28.90413, 0.0], [1610612744, 2733, 7.96475, 36.32491, 0.0], [1610612744, 201939, 17.8966, 21.44952, 0.0], [1610612744, 202691, 14.55283, 18.39715, 0.0], [1610612744, 203110, 14.86337, 32.69868, 0.0], [1610612739, 2544, 4.867, 25.15413, 0.0], [1610612739, 201567, 13.83481, 22.84219, 0.0], [1610612739, 202697, 14.25631, 43.61006, 0.0], [1610612739, 203521, 30.52953, 24.06524, 0.0], [1610612739, 202681, 31.14598, 12.52491, 0.0]]",2673.5699999999997
78460,4,1451089737728,185.53,5.21,"[[-1, -1, 87.89081, 25.76462, 9.6961], [1610612744, 2738, 61.12898, 11.78545, 0.0], [1610612744, 2733, 86.02673, 43.12544, 0.0], [1610612744, 201939, 93.77686, 38.35543, 0.0], [1610612744, 202691, 74.20205, 7.70506, 0.0], [1610612744, 203110, 57.70014, 23.56718, 0.0], [1610612739, 2544, 85.79566, 5.98471, 0.0], [1610612739, 201567, 87.69768, 24.83634, 0.0], [1610612739, 202697, 88.34295, 32.16622, 0.0], [1610612739, 203521, 89.84996, 25.84494, 0.0], [1610612739, 202681, 78.81133, 21.15819, 0.0]]",2694.4700000000003
78461,4,1451089737769,185.48,24.0,"[[-1, -1, 87.69561, 25.8774, 9.60456], [1610612744, 2738, 60.94759, 11.82767, 0.0], [1610612744, 2733, 85.65247, 43.07161, 0.0], [1610612744, 201939, 93.7896, 38.72569, 0.0], [1610612744, 202691, 73.81239, 7.87959, 0.0], [1610612744, 203110, 57.4876, 23.53195, 0.0], [1610612739, 2544, 85.6242, 5.82694, 0.0], [1610612739, 201567, 87.78453, 24.89472, 0.0], [1610612739, 202697, 88.27608, 32.18895, 0.0], [1610612739, 203521, 89.88802, 25.93717, 0.0], [1610612739, 202681, 78.79016, 21.34723, 0.0]]",2694.52
79824,4,1451089977485,136.77,4.58,"[[-1, -1, 6.09341, 23.88129, 10.43863], [1610612744, 2738, 7.92509, 30.63203, 0.0], [1610612744, 2733, 15.55371, 33.12847, 0.0], [1610612744, 201939, 6.75089, 18.90429, 0.0], [1610612744, 202691, 5.16689, 29.50888, 0.0], [1610612744, 203110, 6.46327, 24.62952, 0.0], [1610612739, 2544, 0.99848, 16.98791, 0.0], [1610612739, 2747, 33.57711, 41.33357, 0.0], [1610612739, 201567, 6.0301, 24.0717, 0.0], [1610612739, 202697, 28.62187, 13.35791, 0.0], [1610612739, 203521, 10.33134, 6.22084, 0.0]]",2743.23
79825,4,1451089977524,136.73,24.0,"[[-1, -1, 5.80655, 23.8009, 10.48127], [1610612744, 2738, 8.01546, 30.73557, 0.0], [1610612744, 2733, 15.47749, 33.13419, 0.0], [1610612744, 201939, 6.67141, 19.02989, 0.0], [1610612744, 202691, 5.23072, 29.50589, 0.0], [1610612744, 203110, 6.46242, 24.60716, 0.0], [1610612739, 2544, 1.08147, 16.59978, 0.0], [1610612739, 2747, 33.79333, 41.37426, 0.0], [1610612739, 201567, 5.97095, 24.07643, 0.0], [1610612739, 202697, 28.83483, 13.56449, 0.0], [1610612739, 203521, 10.5837, 6.44348, 0.0]]",2743.27
80927,4,1451090021604,93.04,8.03,"[[-1, -1, 6.87105, 28.54201, 5.76471], [1610612744, 2738, 15.09236, 32.5567, 0.0], [1610612744, 2733, 5.71395, 26.36171, 0.0], [1610612744, 201939, 5.66572, 30.19835, 0.0], [1610612744, 202691, 13.04139, 17.81703, 0.0], [1610612744, 203110, 6.72255, 24.35601, 0.0], [1610612739, 2544, 9.73613, 27.46254, 0.0], [1610612739, 2747, 5.49157, 48.23583, 0.0], [1610612739, 201567, 9.75952, 21.37451, 0.0], [1610612739, 202697, 18.58098, 36.54548, 0.0], [1610612739, 203521, 15.16935, 9.50346, 0.0]]",2786.96
80928,4,1451090042444,93.0,24.0,"[[-1, -1, 18.90186, 25.83013, 3.62815], [1610612744, 2738, 4.59001, 34.44469, 0.0], [1610612744, 2733, 26.50179, 13.054, 0.0], [1610612744, 201939, 21.46693, 45.8591, 0.0], [1610612744, 202691, 29.24082, 18.5881, 0.0], [1610612744, 203110, 5.29858, 15.72104, 0.0], [1610612739, 2544, 20.21021, 25.23718, 0.0], [1610612739, 2747, 9.34877, 33.79752, 0.0], [1610612739, 201567, 9.73111, 16.35876, 0.0], [1610612739, 202697, 37.50164, 25.18686, 0.0], [1610612739, 203521, 30.23181, 29.74449, 0.0]]",2787.0
81521,4,1451090076244,80.0,10.0,"[[-1, -1, 88.59477, 24.19718, 7.69825], [1610612744, 2738, 85.59356, 5.23937, 0.0], [1610612744, 2733, 88.78618, 39.00278, 0.0], [1610612744, 201939, 92.5314, 15.89798, 0.0], [1610612744, 202691, 65.94542, 9.72184, 0.0], [1610612744, 203110, 58.63725, 24.36281, 0.0], [1610612739, 2544, 90.3975, 23.80013, 0.0], [1610612739, 2747, 87.84428, 35.70825, 0.0], [1610612739, 201567, 87.71407, 22.13278, 0.0], [1610612739, 202697, 75.24949, 14.14812, 0.0], [1610612739, 203521, 72.00118, 25.95296, 0.0]]",2800.0
81522,4,1451090076284,80.0,24.0,"[[-1, -1, 88.8435, 23.78778, 7.59645], [1610612744, 2738, 85.42321, 5.46598, 0.0], [1610612744, 2733, 88.57254, 38.94492, 0.0], [1610612744, 201939, 92.57727, 15.34346, 0.0], [1610612744, 202691, 65.82194, 9.85204, 0.0], [1610612744, 203110, 58.3927, 24.36712, 0.0], [1610612739, 2544, 90.46805, 23.57198, 0.0], [1610612739, 2747, 87.7435, 35.78282, 0.0], [1610612739, 201567, 87.70972, 22.17583, 0.0], [1610612739, 202697, 75.30537, 14.15762, 0.0], [1610612739, 203521, 72.12612, 26.01423, 0.0]]",2800.0
81904,4,1451090091563,68.44,11.76,"[[-1, -1, 5.09196, 25.27089, 10.03112], [1610612744, 2738, 25.70858, 35.18391, 0.0], [1610612744, 2733, 28.34452, 41.05812, 0.0], [1610612744, 201939, 5.91833, 19.95586, 0.0], [1610612744, 202691, 14.49792, 20.48405, 0.0], [1610612744, 203110, 12.22494, 31.64498, 0.0], [1610612739, 2544, 38.86285, 36.97061, 0.0], [1610612739, 2747, 28.37697, 45.17118, 0.0], [1610612739, 201567, 13.12594, 33.49427, 0.0], [1610612739, 202697, 6.15845, 18.10918, 0.0], [1610612739, 203521, 21.53772, 14.42931, 0.0]]",2811.56
81905,4,1451090091604,68.4,24.0,"[[-1, -1, 5.11074, 25.26087, 9.97404], [1610612744, 2738, 25.66123, 35.22694, 0.0], [1610612744, 2733, 28.4118, 41.11504, 0.0], [1610612744, 201939, 5.88751, 20.30825, 0.0], [1610612744, 202691, 14.33263, 20.55729, 0.0], [1610612744, 203110, 12.24425, 31.70734, 0.0], [1610612739, 2544, 39.00864, 36.91261, 0.0], [1610612739, 2747, 28.65386, 45.19507, 0.0], [1610612739, 201567, 13.24645, 33.56522, 0.0], [1610612739, 202697, 6.0836, 18.39095, 0.0], [1610612739, 203521, 21.42633, 14.60316, 0.0]]",2811.6
82241,4,1451090105044,57.56,13.31,"[[-1, -1, 88.95861, 25.40417, 8.49473], [1610612744, 2738, 85.15804, 3.77954, 0.0], [1610612744, 2733, 94.20091, 28.71862, 0.0], [1610612744, 201939, 93.15136, 18.87522, 0.0], [1610612744, 202691, 68.51115, 7.06969, 0.0], [1610612744, 203110, 87.17352, 28.35177, 0.0], [1610612739, 2544, 77.25499, 19.32918, 0.0], [1610612739, 2747, 92.47168, 28.58679, 0.0], [1610612739, 201567, 88.2225, 23.57458, 0.0], [1610612739, 202697, 87.20187, 28.83303, 0.0], [1610612739, 203521, 93.15136, 18.87522, 0.0]]",2822.44
82242,4,1451090231042,57.6,24.0,"[[-1, -1, 33.70367, 43.77197, 3.7062], [1610612744, 2738, 16.52656, 20.2114, 0.0], [1610612744, 2733, 1.05833, 6.86146, 0.0], [1610612744, 201939, 18.45404, 32.02803, 0.0], [1610612744, 202691, 24.13239, 45.64599, 0.0], [1610612744, 203110, 7.94985, 33.21046, 0.0], [1610612739, 2544, 18.82661, 16.81855, 0.0], [1610612739, 2747, 2.35477, 1.36402, 0.0], [1610612739, 201567, 6.74494, 35.22204, 0.0], [1610612739, 202697, 19.49405, 33.26508, 0.0], [1610612739, 203521, 23.88559, 46.70005, 0.0]]",2822.4
